id,label
8820,0.50355905
12085,0.09805874
1804,0.59125346
9280,0.44771373
348,0.9712369
10692,0.9999975
7285,0.95228887
360,0.19060701
4954,0.6260743
5492,0.7970467
10862,0.2005079
3785,0.40539217
406,0.3236377
1192,0.22488981
8808,0.65090203
6825,0.7441478
1186,0.95632887
412,0.98504084
6831,0.8425718
3791,0.6679388
3949,0.99891746
4940,0.53793544
5486,0.35114834
4798,0.8488419
10876,0.9913982
1838,0.9999963
7291,0.62129337
374,0.62431234
12126,0.58937085
6010,0.638967
9323,0.52824897
5519,0.79766834
2276,0.9128849
10731,0.76329917
3168,0.12696792
4607,0.56913936
4161,0.98173714
11349,0.8773306
2510,0.9943778
10057,0.54244995
6776,0.13970003
9445,0.9540676
1019,0.99999475
8983,0.99985373
7468,0.5478992
6762,0.6747177
9451,0.16985607
8997,0.1596846
599,0.20407079
4175,0.9833667
2504,0.63132286
10043,0.8006602
2262,0.8405055
10725,0.82884324
4613,0.2537946
8029,0.2525999
12132,0.3441174
6004,0.9328885
9337,0.20475765
5525,0.091133885
11413,0.38169503
3154,0.90208125
8001,0.059755303
7332,0.50490576
1743,0.5118472
9479,0.21556343
1025,0.27493352
6992,0.75937194
8767,0.9974274
7454,0.9843693
11375,0.4587103
3632,0.68416286
5243,0.41307297
4149,0.1852064
11361,0.20937999
3626,0.31091172
2538,0.27918056
5257,0.7625219
1031,0.918493
6986,0.99431396
8773,0.06935954
7440,0.9289031
8015,0.7189452
7326,0.16976133
1757,0.5866232
6038,0.9525869
5531,0.6763499
10719,0.91118836
11407,0.8314883
3140,0.80147904
228,0.38356683
1964,0.9204718
8798,0.5576965
9486,0.23527883
8940,0.35613042
10094,0.99168664
3815,0.35177386
10080,0.87936157
3801,0.99993825
6979,0.03797613
9492,0.51787955
8954,0.76019824
1970,0.7478347
4808,0.9999938
214,0.53767294
1780,0.13007067
1958,0.18989779
3197,0.537324
10916,0.82472825
4820,0.99991274
2289,0.049665544
5280,0.4476668
3829,0.9999714
6951,0.22715163
7497,0.04533685
6789,0.18052512
572,0.97323036
6945,0.28810254
7483,0.570376
566,0.21047434
8968,0.7951296
5294,0.15003914
3183,0.22891186
10902,0.99984825
4834,0.7714763
1794,0.9265337
200,0.55316764
8559,0.9999995
957,0.52543503
12442,0.5351358
9647,0.8534583
6574,0.41219383
10255,0.87457603
2712,0.840475
4363,0.29786217
4405,0.9996698
10533,0.18733014
2074,0.2685764
9121,0.5037413
6212,0.57626665
12324,0.38068506
9135,0.9675041
6206,0.45697835
1569,0.56986433
12330,0.39929888
7118,0.47729367
4411,0.9996667
11639,0.27416
10527,0.4537313
2060,0.9857313
5069,0.7222844
10241,0.7433929
2706,0.57788676
3418,0.6276321
4377,0.36514732
943,0.32659906
12456,0.6805749
9653,0.13793878
6560,0.6790316
5041,0.83947176
10269,0.9993794
3430,0.6263984
11177,0.5547958
7656,0.6737851
8565,0.4272756
1227,0.9597942
6548,0.3722738
1541,0.9923273
12318,0.99031186
7130,0.27834478
8203,0.33606622
4439,0.98696494
3356,0.8786413
11611,0.38907146
2048,0.19865508
5727,0.017305609
3342,0.21643302
11605,0.42363635
5733,0.62733525
9109,0.6653273
1555,0.21962117
7124,0.28295082
8217,0.27992758
7642,0.9526284
8571,0.5559347
1233,0.16308422
5055,0.2267679
3424,0.45228735
11163,0.29797137
11188,0.84341556
2909,0.7490187
10296,0.53409207
7871,0.5080654
9684,0.9999578
994,0.27621996
12481,0.8592651
11836,0.61121994
5900,0.17890495
11822,0.9389364
5914,0.1129856
758,0.04177241
7865,0.26201952
9690,0.9991725
980,0.59519297
9848,0.036095116
12495,0.049595274
10282,0.9588414
770,0.4561766
7695,1.0
9860,0.39065677
2935,0.27070245
5082,0.43809277
3395,0.99999523
1582,0.3161954
1596,0.47946995
3381,0.5074338
5928,0.979127
2921,0.8405165
4388,0.9993247
5096,0.9999945
7859,0.22461446
764,0.17241871
7681,0.99512607
9874,0.39860213
5929,0.88708305
3380,0.95398223
1597,0.10711275
9875,0.772721
7680,0.5987987
765,0.9871679
7858,0.78324413
5097,0.142209
4389,0.3561774
2920,0.31658232
5083,0.24512312
2934,0.32094496
9861,0.97842044
7694,0.9964676
771,0.34771836
1583,0.52049196
3394,0.20268789
5915,0.72588724
11823,0.97978574
10283,0.99052304
12494,0.852121
9849,0.99960583
981,0.877069
9691,0.7798051
7864,0.4296413
759,0.19625083
12480,0.18931371
995,0.4118662
9685,0.35267538
7870,0.6082232
10297,0.99999213
2908,0.6751408
11189,0.9696507
5901,0.97525066
11837,0.47222304
8216,0.7725274
7125,0.2819003
1554,0.99999917
9108,0.95287323
5732,0.8166659
11604,0.9481868
3343,0.26631904
11162,0.4534861
3425,0.99996793
5054,0.3476433
1232,0.7377591
8570,0.16485506
7643,0.29085356
6549,0.6910776
1226,0.07054134
8564,0.58457685
7657,0.21686216
11176,0.98652136
3431,0.06378549
10268,0.96302396
5040,0.46105286
5726,0.11173271
2049,0.30861694
11610,0.37695768
3357,0.45776847
4438,0.7403569
8202,0.9368758
7131,0.31275478
12319,0.5700873
1540,0.28324142
2061,0.9942601
10526,0.9386641
11638,0.18437046
4410,0.68330467
7119,0.7660998
12331,0.36781555
1568,0.65087515
6207,0.9858758
9134,0.996049
6561,0.49445722
9652,0.78607404
12457,0.017781798
942,0.1107849
4376,0.32874286
3419,0.993536
2707,0.9931685
10240,0.061068375
5068,0.7858877
4362,0.9999312
2713,0.01223958
10254,0.98385066
6575,0.27218318
9646,0.9999471
12443,0.894054
8558,0.49097583
956,0.34646443
12325,0.38960508
6213,0.5232528
9120,0.28160548
2075,0.18907541
10532,0.56021756
4404,0.9989503
5295,0.9511145
567,0.14962386
8969,0.99398005
7482,0.5351655
6944,0.936902
201,0.44265828
1795,0.66587
4835,0.5203109
10903,0.99997663
3182,0.71183705
2288,0.30944502
4821,0.6824656
10917,0.3046858
3196,0.98767406
1959,0.5051741
1781,0.99998
215,0.7471394
573,0.6210781
6788,0.44421604
7496,0.58613694
6950,0.54138565
3828,0.5851076
5281,0.44193912
8955,0.952453
9493,0.80665463
6978,0.45913637
3800,0.41980612
10081,0.7193203
4809,0.3348241
1971,0.27351183
1965,0.7144957
229,0.9989359
3814,0.9619819
10095,0.06380995
8941,0.1918627
9487,0.6813148
8799,0.8900882
7441,0.62861025
8772,0.25399643
6987,0.1635328
1030,0.27129197
5256,0.99999607
2539,0.5396721
3627,0.25883353
11360,0.71322215
4148,0.7554408
3141,0.72013813
11406,0.5821595
10718,0.15982352
5530,0.370068
6039,0.47778374
1756,0.1914785
7327,0.5337952
8014,0.99368423
1742,0.8911998
7333,0.13745242
8000,0.63888943
3155,0.85211813
11412,0.62099147
5524,1.0
5242,0.9962263
3633,0.7009807
11374,0.7046641
7455,0.989597
8766,0.116940655
6993,0.8262184
1024,0.86326814
9478,0.68621236
10042,0.67922497
2505,0.99099755
4174,0.98761046
8996,0.85040426
598,0.72383904
9450,0.31596524
6763,0.6986061
9336,0.9999833
6005,0.7406839
12133,0.38464996
8028,0.29860154
4612,0.5229687
10724,0.9839395
2263,0.8865805
4606,0.54023755
3169,0.28991416
10730,0.99864453
2277,0.29593503
5518,0.14701252
9322,0.75124747
6011,0.21191393
12127,0.36894053
7469,0.8939345
1018,0.8543806
8982,0.979258
9444,0.8972058
6777,0.20861664
10056,0.9401105
2511,0.97043914
11348,0.57881564
4160,0.16632438
3948,0.9999999
3790,0.90963584
6830,0.3451535
413,0.9996939
1187,0.45956397
375,0.9956291
7290,0.29639533
1839,0.2628924
4799,0.9990814
10877,0.94310194
5487,0.98499656
4941,0.24660785
10863,0.9838784
5493,0.99941945
4955,0.670792
361,0.8129146
7284,0.32383856
6824,1.0
1193,0.34764403
407,0.64675385
8809,0.9997825
3784,0.95412177
8821,0.70962024
3974,0.39265653
10693,0.2751547
349,0.72843
9281,0.99999964
1805,0.083427936
12084,0.18943682
9295,0.5484344
1811,0.9941208
12090,0.9084969
11599,0.15240094
10687,0.14461032
4969,0.6693463
3960,0.97440684
6818,0.33033785
8835,0.999997
9518,0.27638927
1144,0.990858
7535,0.54193413
8606,0.34171554
3753,0.34757355
11214,0.27414045
5322,0.8975481
5444,0.8947258
4982,0.6130764
3035,0.09404246
11572,0.6366436
7253,0.48267403
8160,0.93610454
1622,0.19302969
7247,0.5799985
8174,0.9881319
1636,0.59134936
6159,0.27900824
5450,0.9997701
4996,0.6527938
10678,0.38260624
3021,0.12407715
11566,0.3824857
4028,0.011401896
3747,0.32227248
11200,0.0083519155
2459,0.96996707
5336,0.40521967
1150,0.46765065
7521,0.8600486
8612,0.6563825
4000,0.4848181
11228,0.2686459
10136,0.99666876
2471,0.7374969
9524,0.7941582
6617,0.7652699
1178,0.63284284
7509,0.78074086
12047,0.0073734857
9242,0.7668811
6171,0.32496
5478,0.6427488
10650,0.5600768
2317,0.26885545
3009,0.81066144
10888,0.93232614
4766,0.2948717
10644,0.22141677
2303,0.29522234
4772,0.9995882
8148,0.99853146
12053,0.31556335
9256,0.33259904
6165,0.75752
9530,0.9593231
6603,0.291695
4014,0.16824776
10122,0.25716943
2465,0.5417676
5685,0.18482964
7092,0.41899675
177,0.6704723
1385,0.49132973
611,0.4584999
89,0.09268475
9901,0.61356497
3592,0.51697403
2854,0.14805032
3586,0.98500025
2840,0.2432374
2698,0.3404442
605,0.042897485
1391,0.16711569
7938,0.89730006
9915,0.23633844
7086,0.14424117
6398,0.91767234
163,0.10114858
5691,0.95653605
5849,0.92632294
12286,0.018646024
9083,0.8724268
10491,0.32123324
11957,0.9999993
5861,0.37076193
2868,0.808956
7910,0.1991819
7904,0.044239458
639,0.31238696
9929,0.740463
10485,0.43904334
11943,0.07584017
5875,0.51833045
12292,0.3687952
8389,0.8246456
9097,0.41281256
1420,0.5594066
12279,0.6496174
8362,0.9527278
7051,0.9912561
4558,0.8081537
11770,0.6994267
3237,0.71825564
2129,0.9885514
5646,0.5456269
5120,0.99403244
10308,0.138841
11016,0.933495
3551,0.42727238
2897,0.11751442
8404,0.41862312
7737,0.59017
1346,0.5934139
6429,0.8663944
8410,0.28632775
7723,0.35429996
1352,0.8534057
5134,0.434476
11002,0.6543674
3545,0.30493078
2883,0.2528456
11764,0.9767868
3223,0.8787649
5652,0.34661236
9068,0.6004131
1434,0.98943335
8376,0.3608212
7045,0.22522825
4564,0.771025
2115,0.3921341
10452,0.9473288
11994,0.5469661
6373,0.24008614
9040,0.98369664
188,0.17521147
12245,0.9167867
8438,0.7629096
836,0.13183935
6415,0.92080194
76,0.23281498
9726,0.079995826
2673,0.24600658
10334,0.4526813
4202,0.37564936
5108,0.10250532
2667,0.7309516
10320,0.96787673
3579,0.7886064
4216,0.57763034
822,0.11360375
62,0.5797249
6401,0.48268414
9732,0.108097255
6367,0.55317104
9054,0.7790445
1408,0.82303303
12251,0.9989273
7079,0.7737584
4570,0.35232112
11758,0.97825235
2101,0.8888643
10446,0.078799665
11980,0.6523775
4200,0.60481995
11028,0.14929767
2671,0.53506446
10336,0.32235342
74,0.9999995
6417,0.17439711
9724,0.7276842
1378,0.45428726
7709,0.3527955
834,0.9961448
12247,0.74499977
6371,0.5308727
9042,0.48431763
5678,0.040288817
11996,0.22275317
2117,0.96050346
10450,0.22243586
3209,0.9965479
4566,0.8670499
11982,0.9999567
2103,0.8930697
10444,0.99515826
4572,0.15136087
8348,0.40313098
12253,0.5212159
6365,0.8210727
9056,0.2814844
6403,0.23592214
60,0.9045463
9730,0.76739895
820,0.9418914
4214,0.15304017
2665,0.45154092
10322,0.86453944
9718,0.5169613
48,0.9930194
1344,0.7427713
808,0.66485167
8406,0.8877191
7735,0.9999747
2895,0.9998012
11014,0.8979854
3553,0.6737959
5122,0.0010643044
5644,0.75178057
11772,0.9431346
3235,0.97895575
8360,0.9997564
7053,0.9998216
1422,0.3488753
8374,0.6069739
7047,0.76891327
1436,0.97670186
6359,0.68807393
5650,0.99999964
10478,0.6758904
11766,0.8577271
5888,0.055217713
3221,0.14428753
4228,0.121064
2881,0.99999213
11000,0.41133064
3547,0.3018291
2659,0.6582398
5136,0.39324573
1350,0.9860617
8412,0.996071
7721,0.32776633
7912,0.57267314
5863,0.18250026
11955,0.92696965
10493,0.5486513
149,0.42805174
9081,0.30437085
12284,0.99990284
9095,0.44655675
12290,0.6888019
5877,0.8073661
11799,0.48841298
11941,0.9915297
10487,0.9999945
7906,0.53614557
2856,0.9874293
3590,0.23166502
9903,0.18829325
613,0.78984016
1387,0.98263043
175,0.9924211
7090,0.59932625
4599,0.97472
11969,0.99999917
5687,0.5107269
5693,0.99829584
161,0.7241035
7084,0.103437535
9917,0.43262985
1393,0.98501796
607,0.5818054
2842,0.5955509
3584,0.25444373
4764,0.3153508
10652,0.33038637
2315,0.51988196
9240,0.27027664
6173,0.6071225
388,0.85746276
12045,0.3105583
8638,0.999587
9526,0.66448796
6615,0.32589364
10134,0.9796622
2473,0.31047195
4002,0.5596532
5308,0.912506
10120,0.13221264
2467,0.99999905
3779,0.13936612
4016,0.39571267
9532,0.10191612
6601,0.90949607
9254,0.45366928
6167,0.5741434
1608,0.3160761
12051,0.7094089
7279,0.9767081
4770,0.16843852
11558,0.93609077
10646,0.84308666
2301,0.7154394
1620,0.99804354
12079,0.7941252
7251,0.630349
8162,0.9990339
4758,0.36294013
3037,0.35060185
11570,0.83997476
2329,0.1114847
4980,0.6360574
5446,0.99999917
3989,0.98082167
5320,0.45190254
10108,0.88719934
3751,0.5996514
11216,0.9963207
7537,0.8958287
8604,0.35722896
1146,0.99658245
6629,0.9226247
7523,0.99990666
8610,0.9360973
1152,0.14606398
5334,0.8275126
3745,0.18923314
11202,0.4221974
3023,0.49976784
11564,0.13667786
4994,0.6324858
5452,0.09843919
9268,0.51848096
1634,0.9255667
7245,0.6258311
8176,0.37338918
12086,0.9823943
1807,0.4872505
9283,0.6767933
10691,0.9968022
10849,0.56923234
3976,0.26019967
8823,0.47029698
8837,0.9690815
439,0.6863524
3962,0.7675666
10685,0.81361735
12092,0.9999988
8189,0.5716279
1813,0.899817
9297,0.9976211
4943,0.38596195
5485,0.77858
10875,0.9347883
7292,0.40932292
377,0.9297611
1185,0.1542979
411,0.5850809
6832,0.9985518
3792,0.33228526
3786,0.27657196
2498,0.99832314
405,0.39410564
1191,0.99536645
6826,0.28898668
7286,0.35739464
6198,0.2460192
363,0.9998473
4957,0.16643375
5491,0.9997694
10861,0.75302064
10726,0.6240637
2261,0.69323534
11438,0.74814224
4610,0.05668072
7319,0.59003013
12131,0.9999701
1768,0.9297157
9334,0.90652305
6007,0.9997135
9452,0.35081705
6761,0.44879708
8994,0.5153242
4176,0.31144384
3619,0.90976477
10040,0.6715392
2507,0.9997482
5268,0.44394466
4162,0.2751271
10054,0.53251696
2513,0.05844601
9446,0.27436012
6775,0.7415227
8980,0.9313983
8758,0.8110501
12125,0.5744982
9320,0.36025238
6013,0.071001135
10732,0.9550219
2275,0.3555614
4604,0.11207001
7325,0.071001135
8016,0.91819227
1754,0.56735873
9308,0.7109581
5532,0.9999745
3143,0.93540657
11404,0.20519902
3625,0.9999261
11362,0.4168552
5254,0.32482368
1032,0.82790005
6985,0.8994486
7443,0.55438286
8770,0.28790313
6749,0.7130255
1026,0.5227292
6991,0.686578
7457,0.91934896
8764,0.0708109
3631,0.92779833
11376,0.49539858
10068,0.19908358
5240,0.11590242
5526,0.19018313
2249,0.97454417
3157,0.98972476
11410,0.6393695
4638,0.3832218
7331,0.45467332
8002,0.056830235
1998,0.38174802
12119,0.08614534
1740,0.0853337
1973,0.72152406
10083,0.48975992
3802,0.5304041
9491,0.27144107
8957,0.216695
559,0.9999995
9485,0.4827719
8943,0.13854906
10097,0.97629786
3816,0.64936554
11389,0.25498664
10929,0.5107028
1967,0.16929483
3180,0.21237017
10901,0.39369273
4837,0.23101828
1797,0.9905398
203,0.77934045
6946,0.741404
7480,0.5445069
565,0.8708113
5297,0.11773529
4189,0.018334666
5283,0.3784158
6952,0.6819349
7494,0.65031856
571,0.45672655
217,0.61883545
1783,0.11025813
3194,0.35341078
10915,0.26142848
4823,0.9999049
2705,0.31931955
10242,0.9999645
4374,0.42963198
940,0.9999944
12455,0.10719069
9888,0.3563612
798,0.89901537
6563,0.057239026
9650,0.25963208
6205,0.34078044
9136,0.9971885
12333,0.5007548
8228,0.89275414
4412,0.27647743
2063,0.7535531
10524,0.6713818
4406,0.80836123
3369,0.5882508
2077,0.99980396
10530,0.1592436
5718,0.99600875
6211,0.5360662
9122,0.44168296
12327,0.48000798
7669,0.11585533
954,0.5593013
12441,0.37331754
1218,0.7199096
6577,0.99810165
9644,0.1575272
2711,0.36347547
10256,0.46893156
11148,0.9996449
4360,0.4029206
8572,0.52620107
7641,0.99989223
12469,0.2878061
1230,0.24223635
7899,0.63579124
5056,0.7990648
2739,0.9443184
11160,0.95551115
3427,0.62923694
4348,0.22077347
11606,0.7871686
3341,0.33761507
10518,0.4466423
5730,0.962093
6239,0.9419669
1556,0.96214837
8214,0.11318232
7127,0.91929495
1542,0.9855936
8200,0.7396599
7133,0.31926414
11612,0.5823168
3355,0.4871207
5724,0.82037413
5042,0.92546725
11174,0.42583582
3433,0.628432
968,0.40948474
8566,0.06646459
7655,0.27588135
1224,0.7612731
9678,0.47869462
7866,0.40691867
9693,0.23592341
983,0.7196361
12496,0.31061038
10281,0.99298894
11821,0.99909353
5917,0.9999993
11835,0.9294155
5903,0.015208569
10295,0.10467198
7872,0.6810115
9687,0.36918858
8599,0.65260935
997,0.9993993
12482,0.38574943
2922,0.7769309
5095,0.6854017
767,0.9949928
7682,0.9498892
9877,0.19322306
1595,0.15180832
3382,0.23039405
2088,0.48471895
11809,0.9801824
3396,0.41580173
1581,0.97699296
773,0.15300697
6588,0.69070727
7696,0.8316193
9863,0.48407844
2936,0.99688077
5081,0.99999297
1580,0.9888291
3397,0.23542394
11808,0.53930414
2089,0.32268944
5080,0.97795004
2937,0.16326407
9862,0.33420455
7697,0.1492722
6589,0.9998566
772,0.52848995
9876,0.51052976
7683,0.78902584
766,0.933997
5094,0.5725122
2923,0.86492115
3383,0.24830909
1594,0.51863027
5902,0.25319457
11834,0.6496154
12483,0.23701537
8598,0.047745366
996,0.53268915
9686,0.63010365
7873,0.59263617
10294,0.097754985
10280,0.6189646
12497,0.44462222
982,0.84550035
9692,0.15539743
7867,0.20668462
5916,1.0
11820,0.48422012
5725,0.35212672
3354,0.99926716
11613,0.4659992
7132,0.77929336
8201,0.9999255
1543,0.7297761
9679,0.88536763
1225,0.3217566
7654,0.95207596
969,0.8530997
8567,0.037899904
3432,0.99964714
11175,0.8731943
5043,0.41466582
4349,0.77033377
3426,0.59528196
11161,0.09330063
2738,0.93827844
5057,0.23817816
7898,0.8577147
1231,0.9512095
12468,0.38102278
7640,0.10447645
8573,0.54224455
7126,0.0021450396
8215,0.715002
1557,0.7077866
6238,0.2289923
5731,0.4588744
10519,0.05767649
3340,0.9997298
11607,0.34219468
12326,0.6949917
9123,0.152508
6210,0.37783313
5719,0.67610854
10531,0.85789615
2076,0.12555599
3368,0.5671454
4407,0.9532874
4361,0.42343473
11149,0.9472055
10257,0.20130962
2710,0.9159056
9645,0.85851854
6576,0.28158936
1219,0.8592027
12440,0.8925245
955,0.9999238
7668,0.99933404
9651,0.999998
6562,0.4662781
799,0.7334959
9889,0.9999851
12454,0.19539973
941,0.62066424
4375,0.48550266
10243,0.9286685
2704,0.5109038
10525,0.95540047
2062,0.9775258
4413,0.61042595
8229,0.9846809
12332,0.91632396
9137,0.10914671
6204,0.15520158
570,0.16492918
7495,0.52780753
6953,0.9755045
5282,0.33008406
4822,0.88066936
10914,0.6742801
3195,0.8749318
1782,0.77974725
216,0.23696798
202,0.30635655
1796,0.1486457
4836,0.7423062
10900,0.9432744
3181,0.99999034
4188,0.46224928
5296,0.015138887
564,0.007978361
7481,0.9121083
6947,0.75747824
11388,0.12162993
3817,0.81707436
10096,0.7854554
8942,0.31447905
9484,0.365944
1966,0.35087395
10928,0.109717466
1972,0.25502932
8956,0.5421194
558,0.46295738
9490,0.14588493
3803,0.93444467
10082,0.8698036
5241,0.60011965
10069,0.23042117
11377,0.66727346
3630,0.9808127
8765,0.17665708
7456,0.4426841
6990,0.09847415
1027,0.16293634
6748,0.72427803
1741,0.5917848
12118,0.20772359
8003,0.92596567
1999,0.577593
7330,0.21206947
4639,0.6083576
11411,0.92659557
3156,0.7696323
2248,0.9414502
5527,0.5058145
11405,0.35571134
3142,0.92672735
5533,0.10231104
9309,0.095831804
1755,0.85899234
8017,0.43293574
7324,0.40901265
8771,0.8813995
7442,0.25138086
6984,0.99139917
1033,0.09675858
5255,0.39900324
11363,0.8924051
3624,0.30331132
8759,0.44142988
8981,0.5148683
6774,0.99996173
9447,0.38934484
2512,0.0367381
10055,0.5443137
4163,0.19672075
4605,0.46355325
2274,0.09806946
10733,0.60740286
6012,0.6722117
9321,0.9999646
12124,0.01785205
6006,0.04057956
9335,0.91869456
1769,0.8651693
12130,0.6172516
7318,0.8761854
4611,0.5939865
11439,0.9999839
2260,0.8806008
10727,0.053198848
5269,0.041926634
2506,0.90406126
10041,0.9610096
3618,0.10255258
4177,0.953749
8995,0.59102744
6760,0.16508801
9453,0.69353646
6827,0.37067392
1190,0.73144215
404,0.35315812
2499,0.047681876
3787,0.269957
10860,0.14373313
5490,0.5223775
4956,0.55617887
362,0.17272884
6199,0.999708
7287,0.72589517
376,0.77213055
7293,0.8227803
10874,0.5875389
5484,0.66405475
4942,0.92103153
3793,0.84977394
6833,0.8389624
410,0.21700487
1184,0.9970489
3963,0.3236547
8836,0.03565246
438,0.8581991
9296,0.29006723
8188,0.3142425
1812,0.7267294
12093,0.33763885
10684,0.7974747
10848,0.82646316
10690,0.39946833
9282,0.99838173
1806,0.6411832
12087,0.09966653
8822,0.6767862
3977,0.07556762
11203,0.3519772
3744,0.7212723
5335,0.21122368
1153,0.1639133
8611,0.80512935
7522,0.20260723
8177,0.9456606
7244,0.22812743
1635,0.3156833
9269,0.7565238
5453,0.16393618
4995,0.48887408
11565,0.2740503
3022,0.12799908
5447,0.4954149
4981,0.5575687
2328,0.094147995
11571,0.40940097
3036,0.17713507
4759,0.01433418
8163,0.44818768
7250,0.20310321
12078,0.087654516
1621,0.9404399
6628,0.9293318
1147,0.9998493
8605,0.23140906
7536,0.90204024
11217,0.9892987
3750,0.48256123
10109,0.1838319
5321,0.06769217
3988,0.9999893
6600,0.99953496
9533,0.99979275
4017,0.7898972
3778,0.9999901
2466,0.99999726
10121,0.1466928
5309,0.4100287
2300,0.8600419
10647,0.6812487
11559,0.2642849
4771,0.49311975
7278,0.22441632
12050,0.15907829
1609,0.8087818
6166,0.25247392
9255,0.9914368
12044,0.14810784
389,0.25190747
6172,0.3264225
9241,0.99564373
2314,0.7324985
10653,0.18546094
4765,0.9999558
4003,0.29882
2472,0.16771308
10135,0.9540612
6614,0.1802873
9527,0.15742879
8639,0.04294977
7085,0.6431476
160,0.6840592
5692,0.999928
3585,0.9995314
2843,0.95804256
606,0.5080342
1392,0.65022534
9916,0.99730265
1386,0.9884332
612,0.7787143
9902,0.61458707
3591,0.22696531
2857,0.045767024
11968,0.26202932
5686,0.26610973
4598,0.9999188
7091,0.30684596
174,0.21806164
10486,0.4247858
11940,0.7444086
5876,0.58699596
11798,0.13428389
12291,0.99997866
9094,0.37069997
7907,0.92907584
7913,0.6579327
12285,0.10095546
9080,0.80969995
148,0.6248358
10492,0.7746901
11954,0.99984074
5862,0.98583776
3220,0.11697674
11767,0.5878358
5889,0.9195696
10479,0.2961934
5651,0.016835527
6358,0.33258936
1437,0.7359859
7046,0.46539062
8375,0.3028449
7720,0.77617276
8413,0.6352918
1351,0.9136095
5137,0.026829114
2658,0.19357762
3546,0.99952936
11001,0.80448717
2880,0.6358523
4229,0.9606774
5123,0.74461675
3552,0.527452
11015,0.9073998
2894,0.36462894
7734,0.6708625
809,0.9836309
8407,0.4817889
1345,0.3969138
49,0.9053277
9719,0.36986825
1423,0.8656807
7052,0.39417464
8361,0.64740676
3234,0.88306314
11773,0.7671583
5645,0.10980593
9057,0.23079759
6364,0.32535708
12252,0.17260656
8349,0.40211213
4573,0.62629086
10445,1.0
2102,0.70653003
11983,0.5624881
10323,0.8926541
2664,0.96890366
4215,0.8543861
821,0.99966216
9731,0.97742236
6402,0.72299224
61,0.34829172
835,1.0
7708,0.48998535
1379,0.0809962
9725,0.15026765
75,0.41889033
6416,0.19936025
10337,0.42193675
2670,0.4591928
11029,0.7755099
4201,0.16908646
4567,0.48841172
3208,0.08819078
10451,0.6156293
2116,0.5290344
5679,0.18863569
11997,0.9884476
9043,0.054226138
6370,0.30935204
12246,0.20442258
